timeStamp,pressureHPA,pressureINHG,temperature,humidity,visibility,currentCondition,forecastCondition,temperatureHigh,temperatureLow,conditionCode,forecastCode
7/10/2015 3:27:55,1009.8211,29.82,74,87,7,Partly Cloudy,Mostly Sunny,87,70,29,34
7/10/2015 3:58:04,1009.8211,29.82,74,87,7,Partly Cloudy,Mostly Sunny,87,70,29,34
7/10/2015 4:28:14,1010.498378,29.84,72,87,10,Partly Cloudy,Mostly Sunny,87,70,29,34
7/10/2015 4:58:24,1010.498378,29.84,72,87,10,Partly Cloudy,Mostly Sunny,87,70,29,34
7/10/2015 5:28:33,1011.514295,29.87,72,78,10,Mostly Cloudy,Mostly Sunny,87,70,27,34
7/10/2015 5:58:41,1011.514295,29.87,72,78,10,Mostly Cloudy,Partly Cloudy,87,70,27,30
7/10/2015 6:28:52,1012.530211,29.9,72,78,10,Cloudy,Partly Cloudy,87,70,26,30
7/10/2015 6:59:06,1012.530211,29.9,72,78,10,Cloudy,Partly Cloudy,87,70,26,30
7/10/2015 7:29:15,1013.546128,29.93,72,78,10,Cloudy,AM Clouds/PM Sun,87,70,26,30
7/10/2015 7:59:25,1014.223406,29.95,72,73,10,Mostly Cloudy,AM Clouds/PM Sun,87,70,28,30
7/10/2015 8:29:36,1014.562045,29.96,72,73,10,Cloudy,Partly Cloudy,87,70,26,30
7/10/2015 8:59:45,1014.562045,29.96,72,73,10,Cloudy,Partly Cloudy,87,70,26,30
7/10/2015 9:29:57,1015.239322,29.98,73,66,10,Partly Cloudy,Partly Cloudy,87,70,30,30
7/10/2015 10:00:12,1015.239322,29.98,73,66,10,Partly Cloudy,Mostly Sunny,87,70,30,34
7/10/2015 10:30:22,1015.577961,29.99,75,62,10,Mostly Cloudy,Mostly Sunny,87,70,28,34
7/10/2015 11:00:31,1015.9166,30,76,60,10,Mostly Cloudy,Mostly Sunny,87,70,28,34
7/10/2015 11:30:43,1015.9166,30,76,58,10,Partly Cloudy,Partly Cloudy,86,70,30,30
7/11/2015 0:46:54,1017.271155,30.04,77,47,10,Fair,Partly Cloudy,85,70,33,29
7/11/2015 1:17:03,1017.271155,30.04,76,48,10,Fair,Partly Cloudy,85,70,33,29
7/11/2015 1:47:12,1017.271155,30.04,76,48,10,Fair,Partly Cloudy,85,70,33,29
7/11/2015 2:17:22,1017.609794,30.05,74,50,10,Fair,Partly Cloudy,85,70,33,29
7/11/2015 2:47:31,1017.609794,30.05,74,50,10,Fair,Partly Cloudy,85,70,33,29
7/11/2015 3:17:43,1017.609794,30.05,72,57,10,Fair,Partly Cloudy,88,71,33,30
7/11/2015 3:47:53,1017.609794,30.05,72,57,10,Fair,Partly Cloudy,88,71,33,30
7/11/2015 4:18:01,1017.609794,30.05,72,55,10,Fair,Partly Cloudy,88,71,33,30
7/11/2015 4:48:09,1017.609794,30.05,72,55,10,Fair,Partly Cloudy,88,71,33,30
7/11/2015 5:18:17,1018.287072,30.07,71,57,10,Fair,Partly Cloudy,88,71,33,30
7/11/2015 5:48:26,1018.287072,30.07,71,57,10,Fair,Partly Cloudy,88,71,33,30
7/11/2015 6:18:34,1018.625711,30.08,70,61,9,Fair,Partly Cloudy,88,71,34,30
7/11/2015 6:48:42,1018.625711,30.08,70,61,9,Fair,Partly Cloudy,88,71,34,30
7/11/2015 7:18:50,1018.96435,30.09,71,61,9,Fair,Sunny,88,71,34,32
7/11/2015 7:48:58,1018.96435,30.09,71,61,9,Fair,Sunny,88,71,34,32
7/11/2015 8:19:07,1019.641628,30.11,73,59,9,Fair,Sunny,88,71,34,32
7/11/2015 8:49:15,1019.641628,30.11,73,59,9,Fair,Sunny,88,71,34,32
7/11/2015 9:19:24,1019.980266,30.12,76,50,10,Fair,Sunny,88,71,34,32
7/11/2015 9:49:33,1019.980266,30.12,76,50,10,Fair,Mostly Sunny,87,71,34,34
7/11/2015 10:19:41,1019.980266,30.12,78,48,10,Fair,Mostly Sunny,87,71,34,34
7/11/2015 10:49:49,1019.980266,30.12,78,48,10,Fair,Mostly Sunny,87,71,34,34
7/11/2015 11:19:57,1019.980266,30.12,80,45,10,Fair,Mostly Sunny,86,71,34,34
7/11/2015 11:50:05,1019.980266,30.12,80,45,10,Fair,Mostly Sunny,86,71,34,34
7/11/2015 12:20:15,1019.641628,30.11,84,40,10,Fair,Mostly Sunny,86,71,34,34
7/11/2015 12:50:34,1019.641628,30.11,84,40,10,Fair,Partly Cloudy,86,71,34,30
7/11/2015 13:20:44,1019.641628,30.11,84,38,10,Fair,Partly Cloudy,86,71,34,30
7/11/2015 13:50:56,1019.641628,30.11,84,38,10,Fair,Partly Cloudy,87,71,34,30
7/11/2015 14:21:04,1019.302989,30.1,87,28,10,Fair,Partly Cloudy,87,71,34,30
7/11/2015 14:51:12,1019.302989,30.1,87,28,10,Fair,Partly Cloudy,87,71,34,30
7/11/2015 15:21:22,1018.96435,30.09,86,32,10,Fair,Clear,87,71,34,31
7/11/2015 15:51:32,1018.96435,30.09,86,32,10,Fair,Clear,87,71,34,31
7/11/2015 16:21:40,1018.625711,30.08,87,32,10,Fair,Clear,87,71,34,31
7/11/2015 16:51:49,1018.625711,30.08,87,32,10,Fair,Clear,87,71,34,31
7/11/2015 17:21:58,1018.287072,30.07,84,41,10,Partly Cloudy,Clear,87,71,30,31
7/11/2015 17:52:07,1018.287072,30.07,84,41,10,Partly Cloudy,Clear,87,72,30,31
7/11/2015 18:22:15,1018.287072,30.07,84,40,10,Partly Cloudy,Clear,87,72,30,31
7/11/2015 18:52:23,1018.287072,30.07,84,40,10,Partly Cloudy,Clear,87,72,30,31
7/11/2015 19:22:31,1018.287072,30.07,83,41,10,Fair,Clear,87,72,34,31
7/11/2015 19:52:39,1018.287072,30.07,83,41,10,Fair,Clear,87,72,34,31
7/11/2015 20:22:49,1018.625711,30.08,81,42,10,Fair,Clear,87,72,34,31
7/11/2015 20:52:56,1018.625711,30.08,81,42,10,Fair,Clear,87,72,34,31
7/11/2015 21:23:04,1018.625711,30.08,79,44,10,Fair,Clear,87,72,33,31
7/11/2015 21:53:13,1018.625711,30.08,79,44,10,Fair,Clear,87,72,33,31
7/11/2015 22:23:21,1018.96435,30.09,79,42,10,Fair,Clear,87,72,33,31
7/11/2015 22:53:30,1018.96435,30.09,79,42,10,Fair,Clear,87,72,33,31
7/11/2015 23:23:39,1018.96435,30.09,78,50,10,Fair,Partly Cloudy,87,72,33,29
7/11/2015 23:53:47,1018.96435,30.09,78,50,10,Fair,Partly Cloudy,87,72,33,29
7/12/2015 0:23:55,1018.96435,30.09,77,56,10,Fair,Partly Cloudy,87,72,33,29
7/12/2015 0:54:04,1018.96435,30.09,77,56,10,Fair,Clear,87,72,33,31
7/12/2015 1:24:12,1018.625711,30.08,77,58,10,Fair,Clear,87,72,33,31
7/12/2015 1:54:20,1018.625711,30.08,77,58,10,Fair,Clear,87,72,33,31
7/12/2015 2:24:29,1018.287072,30.07,76,58,10,Fair,Clear,87,72,33,31
7/12/2015 2:54:37,1018.287072,30.07,76,58,10,Fair,Clear,87,72,33,31
7/12/2015 3:24:46,1018.287072,30.07,75,60,10,Fair,Partly Cloudy,87,72,33,30
7/12/2015 3:54:54,1018.287072,30.07,75,60,10,Fair,Partly Cloudy,87,72,33,30
7/12/2015 4:25:02,1018.287072,30.07,74,64,10,Fair,Partly Cloudy,87,72,33,30
7/12/2015 4:55:10,1018.287072,30.07,74,64,10,Fair,Partly Cloudy,87,72,33,30
7/12/2015 5:25:19,1017.948433,30.06,73,64,10,Fair,Partly Cloudy,87,72,33,30
7/12/2015 5:55:30,1017.948433,30.06,73,64,10,Fair,Partly Cloudy,89,72,33,30
7/12/2015 6:25:40,1018.625711,30.08,73,64,9,Fair,Partly Cloudy,89,72,34,30
7/12/2015 6:55:51,1018.625711,30.08,73,64,9,Fair,Partly Cloudy,89,72,34,30
7/12/2015 7:26:00,1018.625711,30.08,73,64,9,Fair,Partly Cloudy,89,72,34,30
7/12/2015 7:56:07,1018.625711,30.08,73,64,9,Fair,Partly Cloudy,89,72,34,30
7/12/2015 8:26:18,1018.96435,30.09,75,60,9,Fair,Partly Cloudy,87,72,34,30
7/12/2015 8:56:28,1018.96435,30.09,75,60,9,Fair,Partly Cloudy,87,72,34,30
7/12/2015 9:26:37,1018.625711,30.08,77,56,10,Fair,Partly Cloudy,87,72,34,30
7/12/2015 9:56:47,1018.625711,30.08,77,56,10,Fair,Partly Cloudy,87,72,34,30
7/12/2015 10:26:56,1018.287072,30.07,80,52,10,Fair,Partly Cloudy,87,72,34,30
7/12/2015 10:57:06,1018.287072,30.07,80,52,10,Fair,Partly Cloudy,87,72,34,30
7/12/2015 11:27:14,1017.948433,30.06,83,42,10,Fair,Partly Cloudy,87,72,34,30
7/12/2015 11:57:22,1017.948433,30.06,83,42,10,Fair,Partly Cloudy,87,72,34,30
7/12/2015 12:27:32,1017.948433,30.06,86,40,10,Fair,Partly Cloudy,86,72,34,30
7/12/2015 12:57:39,1017.948433,30.06,86,40,10,Fair,Partly Cloudy,86,72,34,30
7/12/2015 13:27:48,1017.271155,30.04,86,38,10,Fair,Partly Cloudy,86,72,34,30
7/12/2015 13:57:56,1017.271155,30.04,86,38,10,Fair,Partly Cloudy,87,72,34,30
7/12/2015 14:28:04,1016.932517,30.03,88,36,10,Fair,Partly Cloudy,87,72,34,30
7/12/2015 14:58:13,1016.932517,30.03,88,36,10,Fair,Partly Cloudy,87,72,34,30
7/12/2015 15:28:21,1016.593878,30.02,87,37,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 15:58:29,1016.593878,30.02,87,37,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 16:28:37,1015.9166,30,87,36,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 16:58:45,1015.9166,30,87,36,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 17:28:53,1015.577961,29.99,86,38,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 17:59:02,1015.577961,29.99,86,38,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 18:29:10,1015.239322,29.98,83,47,10,Partly Cloudy,Partly Cloudy,87,72,30,29
7/12/2015 18:59:18,1015.239322,29.98,83,47,10,Partly Cloudy,Partly Cloudy,87,72,30,29
7/12/2015 19:29:26,1015.239322,29.98,83,47,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 19:59:35,1015.239322,29.98,83,47,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 20:29:44,1014.900683,29.97,82,47,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 20:59:52,1014.900683,29.97,82,47,10,Fair,Partly Cloudy,87,72,34,29
7/12/2015 21:30:06,1015.239322,29.98,81,49,10,Fair,Partly Cloudy,87,72,33,29
7/12/2015 22:00:16,1015.239322,29.98,81,49,10,Fair,Partly Cloudy,87,72,33,29
7/12/2015 22:30:26,1015.577961,29.99,80,52,10,Fair,Partly Cloudy,87,72,33,29
7/12/2015 23:00:38,1015.577961,29.99,80,52,10,Fair,Partly Cloudy,87,72,33,29
7/12/2015 23:30:50,1015.577961,29.99,79,52,10,Fair,Partly Cloudy,87,73,33,29
7/13/2015 0:00:58,1015.577961,29.99,79,52,10,Fair,Partly Cloudy,87,73,33,29
7/13/2015 0:31:06,1015.577961,29.99,78,52,10,Fair,Partly Cloudy,87,73,33,29
7/13/2015 1:01:15,1015.239322,29.98,77,56,10,Fair,Partly Cloudy,87,73,33,29
7/13/2015 1:31:24,1015.239322,29.98,77,56,10,Fair,Partly Cloudy,87,73,33,29
7/13/2015 2:01:32,1014.900683,29.97,77,56,10,Fair,Partly Cloudy,87,73,33,29
7/13/2015 2:31:40,1014.900683,29.97,77,56,10,Fair,Partly Cloudy,87,73,33,29
7/13/2015 3:01:49,1014.562045,29.96,77,56,10,Fair,Partly Cloudy,87,73,33,29
7/13/2015 3:31:57,1014.562045,29.96,77,56,10,Fair,Partly Cloudy,84,72,33,30
7/13/2015 4:02:05,1014.562045,29.96,77,56,10,Fair,Partly Cloudy,84,72,33,30
7/13/2015 4:32:13,1013.884767,29.94,76,60,10,Fair,Partly Cloudy,85,72,33,30
7/13/2015 5:02:21,1013.884767,29.94,76,60,10,Fair,Partly Cloudy,85,72,33,30
7/13/2015 5:32:29,1013.546128,29.93,75,62,10,Fair,Partly Cloudy,85,72,33,30
7/13/2015 6:02:38,1013.546128,29.93,75,62,10,Fair,Partly Cloudy,85,71,33,30
7/13/2015 6:32:46,1013.546128,29.93,75,62,10,Fair,Partly Cloudy,85,71,34,30
7/13/2015 7:02:54,1013.884767,29.94,76,64,9,Fair,Partly Cloudy,85,71,34,30
7/13/2015 7:33:02,1013.884767,29.94,76,64,9,Fair,Partly Cloudy,85,71,34,30
7/13/2015 8:03:10,1013.884767,29.94,77,62,9,Fair,Partly Cloudy,85,71,34,30
7/13/2015 8:33:19,1013.884767,29.94,77,62,9,Fair,Partly Cloudy,85,71,34,30
7/13/2015 9:03:27,1013.884767,29.94,77,62,9,Fair,Partly Cloudy,85,71,34,30
7/13/2015 9:33:36,1014.223406,29.95,80,56,8,Fair,Partly Cloudy,85,71,34,30
7/13/2015 10:03:44,1014.223406,29.95,80,56,8,Fair,Partly Cloudy,85,71,34,30
7/13/2015 10:33:53,1013.884767,29.94,81,54,8,Fair,Partly Cloudy,85,71,34,30
7/13/2015 11:04:01,1013.884767,29.94,81,54,8,Fair,Partly Cloudy,85,71,34,30
7/13/2015 11:34:09,1013.546128,29.93,83,51,9,Fair,Partly Cloudy,84,71,34,30
7/13/2015 12:04:25,1013.546128,29.93,83,51,9,Fair,Partly Cloudy,84,71,34,30
7/13/2015 12:34:34,1013.884767,29.94,83,53,9,Fair,Partly Cloudy,84,71,34,30
7/13/2015 13:04:41,1013.546128,29.93,83,51,9,Fair,Partly Cloudy,84,71,34,30
7/13/2015 13:34:50,1013.546128,29.93,83,51,9,Fair,Partly Cloudy,84,71,34,30
7/13/2015 14:04:58,1012.86885,29.91,85,48,9,Fair,Mostly Sunny,83,71,34,34
7/13/2015 14:35:07,1012.86885,29.91,85,48,9,Fair,Mostly Sunny,83,71,34,34
7/13/2015 15:05:16,1012.191572,29.89,86,44,9,Fair,Mostly Sunny,83,71,34,34
7/13/2015 15:35:28,1012.191572,29.89,86,44,9,Fair,Mostly Clear,83,71,34,33
7/13/2015 16:05:37,1011.852934,29.88,83,41,10,Fair,Mostly Clear,83,71,34,33
7/13/2015 16:35:49,1011.852934,29.88,83,41,10,Fair,Mostly Clear,83,71,34,33
7/13/2015 17:05:57,1011.514295,29.87,81,44,10,Fair,Mostly Clear,83,71,34,33
7/13/2015 17:36:06,1011.514295,29.87,81,44,10,Fair,Mostly Clear,83,72,34,33
7/13/2015 18:06:16,1011.175656,29.86,81,41,10,Fair,Mostly Clear,83,72,34,33
7/13/2015 18:36:24,1011.175656,29.86,81,41,10,Fair,Mostly Clear,83,72,34,33
7/13/2015 19:06:32,1011.175656,29.86,79,48,10,Fair,Mostly Clear,83,72,34,33
7/13/2015 19:36:41,1011.175656,29.86,79,48,10,Fair,Partly Cloudy,83,72,34,29
7/13/2015 20:06:50,1011.175656,29.86,76,54,10,Fair,Partly Cloudy,83,72,34,29
7/13/2015 20:36:58,1011.175656,29.86,76,54,10,Fair,Mostly Clear,83,72,34,33
7/13/2015 21:07:06,1011.514295,29.87,75,57,10,Fair,Mostly Clear,83,72,33,33
7/13/2015 21:37:14,1011.514295,29.87,75,57,10,Fair,Mostly Clear,83,72,33,33
7/13/2015 22:07:22,1011.852934,29.88,74,59,10,Fair,Partly Cloudy,83,72,33,29
7/13/2015 22:37:30,1011.852934,29.88,74,59,10,Fair,Partly Cloudy,83,72,33,29
7/13/2015 23:07:40,1011.175656,29.86,74,62,10,Fair,Partly Cloudy,83,72,33,29
7/13/2015 23:37:48,1011.175656,29.86,74,62,10,Fair,Partly Cloudy,83,71,33,29
7/14/2015 0:07:57,1010.159739,29.83,73,64,10,Fair,Partly Cloudy,83,71,33,29
7/14/2015 0:38:05,1010.159739,29.83,73,64,10,Fair,Partly Cloudy,83,71,33,29
7/14/2015 1:08:14,1009.8211,29.82,73,64,10,Fair,Partly Cloudy,83,71,33,29
7/14/2015 1:38:22,1009.8211,29.82,73,64,10,Fair,Partly Cloudy,83,71,33,29
7/14/2015 2:08:31,1009.482462,29.81,73,66,10,Fair,Partly Cloudy,83,71,33,29
7/14/2015 2:38:39,1009.482462,29.81,73,66,10,Fair,Partly Cloudy,83,71,33,29
7/14/2015 3:08:48,1008.805184,29.79,75,62,10,Fair,Partly Cloudy,83,71,33,29
7/14/2015 3:38:56,1008.805184,29.79,75,62,10,Fair,Partly Cloudy,82,74,33,30
7/14/2015 4:09:05,1008.127906,29.77,74,62,10,Partly Cloudy,Partly Cloudy,82,74,29,30
7/14/2015 4:39:13,1008.127906,29.77,74,62,10,Partly Cloudy,Scattered Thunderstorms,81,74,29,38
7/14/2015 5:09:22,1008.127906,29.77,74,62,10,Partly Cloudy,Scattered Thunderstorms,81,74,29,38
7/14/2015 5:39:37,1007.450628,29.75,74,64,10,Fair,Scattered Thunderstorms,81,74,33,38
7/14/2015 6:09:47,1007.450628,29.75,74,64,10,Partly Cloudy,Isolated Thunderstorms,82,75,30,37
7/14/2015 6:40:02,1007.450628,29.75,74,64,10,Partly Cloudy,Isolated Thunderstorms,82,75,30,37
7/14/2015 7:10:11,1007.450628,29.75,74,68,10,Fair,Scattered Thunderstorms,82,75,34,38
7/14/2015 7:40:23,1007.450628,29.75,74,68,10,Fair,Scattered Thunderstorms,82,75,34,38
7/14/2015 8:10:33,1007.450628,29.75,75,69,10,Partly Cloudy,Scattered Thunderstorms,82,75,30,38
7/14/2015 8:40:44,1007.450628,29.75,75,69,10,Partly Cloudy,PM Thunderstorms,82,75,30,38
7/14/2015 9:10:53,1006.434712,29.72,76,64,10,Fair,PM Thunderstorms,82,75,34,38
7/14/2015 9:41:01,1006.434712,29.72,76,64,10,Fair,Scattered Thunderstorms,82,75,34,38
7/14/2015 10:11:11,1006.773351,29.73,77,62,10,Cloudy,Scattered Thunderstorms,82,75,26,38
7/14/2015 10:41:20,1006.773351,29.73,77,62,10,Cloudy,Scattered Thunderstorms,82,75,26,38
7/14/2015 11:11:30,1006.096073,29.71,76,69,9,Cloudy,Scattered Thunderstorms,82,75,26,38
7/14/2015 11:41:39,1006.096073,29.71,77,71,10,Cloudy,Scattered Thunderstorms,82,75,26,38
7/14/2015 12:11:48,1005.757434,29.7,78,66,10,Cloudy,Scattered Thunderstorms,82,75,26,38
7/14/2015 12:42:17,1005.418795,29.69,79,66,10,Mostly Cloudy,Scattered Thunderstorms,82,75,28,38
7/14/2015 13:12:26,1005.757434,29.7,76,79,1.25,Light Rain,Scattered Thunderstorms,82,75,11,38
7/14/2015 13:42:34,1005.757434,29.7,74,91,2,Light Rain,Scattered Thunderstorms,84,75,11,38
7/14/2015 14:12:42,1004.741517,29.67,75,87,5,Cloudy,Scattered Thunderstorms,84,75,26,38
7/14/2015 14:42:51,1004.402879,29.66,75,90,2,Light Rain,Scattered Thunderstorms,84,75,11,38
7/14/2015 15:13:00,1004.06424,29.65,76,91,3,Light Rain,Scattered Thunderstorms,84,75,11,47
7/14/2015 15:43:09,1004.06424,29.65,76,91,3,Light Rain,Scattered Thunderstorms,84,75,11,47
7/14/2015 16:13:18,1003.386962,29.63,75,84,8,Mostly Cloudy,Scattered Thunderstorms,84,75,28,47
7/14/2015 16:43:28,1003.386962,29.63,75,84,10,Mostly Cloudy,Mostly Cloudy,84,75,28,27
7/14/2015 17:13:38,1002.709684,29.61,77,84,10,Partly Cloudy,Mostly Cloudy,84,75,30,27
7/14/2015 17:43:46,1002.371045,29.6,77,84,9,Partly Cloudy,Thunderstorms Early,84,75,30,47
7/14/2015 18:13:55,1002.371045,29.6,76,87,7,Mostly Cloudy,Thunderstorms Early,84,75,28,47
7/14/2015 18:44:07,1002.371045,29.6,76,87,7,Mostly Cloudy,Thunderstorms Early,84,75,28,47
7/14/2015 19:14:16,1002.032406,29.59,77,84,8,Mostly Cloudy,Partly Cloudy,84,75,28,29
7/14/2015 19:44:25,1002.032406,29.59,77,82,8,Partly Cloudy,Partly Cloudy,84,75,30,29
7/14/2015 20:14:33,1002.032406,29.59,77,84,7,Partly Cloudy,Partly Cloudy,84,75,30,29
7/14/2015 20:44:41,1002.032406,29.59,77,84,7,Partly Cloudy,Thunderstorms Late,84,75,30,4
7/14/2015 21:14:51,1002.032406,29.59,77,84,8,Fair,Thunderstorms Late,84,75,33,4
7/14/2015 21:45:01,1002.032406,29.59,77,84,8,Fair,Thunderstorms Late,84,75,33,4
7/14/2015 22:15:10,1002.709684,29.61,77,84,8,Mostly Cloudy,Partly Cloudy,84,75,27,29
7/14/2015 22:45:21,1002.709684,29.61,77,84,7,Partly Cloudy,Partly Cloudy,84,75,29,29
7/14/2015 23:15:31,1002.709684,29.61,77,84,7,Mostly Cloudy,Partly Cloudy,84,75,27,29
7/14/2015 23:45:44,1002.709684,29.61,76,87,6,Partly Cloudy,Partly Cloudy,84,74,29,29
7/15/2015 0:15:53,1002.709684,29.61,76,87,6,Partly Cloudy,Partly Cloudy,84,74,29,29
7/15/2015 0:46:02,1003.048323,29.62,76,87,6,Mostly Cloudy,Cloudy,84,74,27,26
7/15/2015 1:16:10,1002.709684,29.61,76,87,6,Partly Cloudy,Cloudy,84,74,29,26
7/15/2015 1:46:18,1002.709684,29.61,76,87,6,Mostly Cloudy,Cloudy,84,74,27,26
7/15/2015 2:16:27,1002.371045,29.6,76,87,6,Cloudy,Cloudy,84,74,26,26
7/15/2015 2:46:36,1002.371045,29.6,76,87,5,Mostly Cloudy,Cloudy,84,74,27,26
7/15/2015 3:16:44,1002.371045,29.6,76,87,6,Cloudy,Scattered Thunderstorms,84,66,26,38
7/15/2015 3:46:52,1002.032406,29.59,76,87,5,Mostly Cloudy,Scattered Thunderstorms,84,66,27,38
7/15/2015 4:17:01,1002.032406,29.59,75,87,4,Partly Cloudy,Scattered Thunderstorms,84,66,29,38
7/15/2015 4:47:09,1002.032406,29.59,75,87,2.5,Fog,Scattered Thunderstorms,84,66,20,38
7/15/2015 5:17:17,1002.371045,29.6,75,87,2.5,Fog,Scattered Thunderstorms,84,66,20,38
7/15/2015 5:47:25,1002.371045,29.6,75,87,2.5,Fog,Thunderstorms,84,65,20,4
7/15/2015 6:17:35,1002.709684,29.61,75,90,1.5,Fog,Thunderstorms,84,65,20,4
7/15/2015 6:47:43,1003.386962,29.63,76,87,2,Fog,Thunderstorms,84,65,20,4
7/15/2015 7:17:51,1003.386962,29.63,76,87,3,Cloudy,Scattered Thunderstorms,83,65,26,38
7/15/2015 7:48:00,1003.386962,29.63,76,87,3,Cloudy,Scattered Thunderstorms,83,65,26,38
7/15/2015 8:18:08,1003.725601,29.64,78,81,4,Haze,Scattered Thunderstorms,84,65,21,38
7/15/2015 8:48:17,1003.725601,29.64,78,81,4,Haze,Scattered Thunderstorms,84,65,21,38
7/15/2015 9:18:26,1003.725601,29.64,78,79,5,Cloudy,Scattered Thunderstorms,84,65,26,38
7/15/2015 9:48:35,1003.725601,29.64,79,79,5,Partly Cloudy,Scattered Thunderstorms,83,65,30,38
7/15/2015 10:18:43,1004.402879,29.66,78,79,5,Mostly Cloudy,Scattered Thunderstorms,83,65,28,38
7/15/2015 10:48:51,1004.402879,29.66,78,79,5,Mostly Cloudy,Scattered Thunderstorms,83,65,28,38
7/15/2015 11:19:00,1005.080156,29.68,78,79,6,Mostly Cloudy,Thundershowers,82,65,28,11
7/15/2015 11:49:08,1005.080156,29.68,78,76,7,Mostly Cloudy,Thundershowers,82,65,28,11
7/15/2015 12:19:17,1005.418795,29.69,76,82,1.75,Light Rain,Thundershowers,82,65,11,11
7/15/2015 12:49:26,1005.418795,29.69,75,87,3,Cloudy,Heavy Thunderstorms,82,65,26,4
7/15/2015 13:19:35,1005.418795,29.69,75,90,3,Mostly Cloudy,Heavy Thunderstorms,82,65,28,4
7/15/2015 13:49:43,1005.418795,29.69,75,90,3,Mostly Cloudy,Scattered Thunderstorms,79,65,28,38
7/15/2015 14:19:53,1005.418795,29.69,76,85,8,Mostly Cloudy,Scattered Thunderstorms,79,65,28,38
7/15/2015 14:50:02,1005.418795,29.69,76,85,8,Mostly Cloudy,Scattered Thunderstorms,79,65,28,38
7/15/2015 15:20:11,1005.757434,29.7,78,76,10,Partly Cloudy,Mostly Cloudy,79,65,30,27
7/15/2015 15:50:23,1005.757434,29.7,78,76,10,Partly Cloudy,Mostly Cloudy,79,65,30,27
7/15/2015 16:20:33,1006.096073,29.71,79,72,8,Partly Cloudy,Mostly Cloudy,79,65,30,27
7/15/2015 16:50:44,1006.096073,29.71,79,72,8,Partly Cloudy,Clouds Early/Clearing Late,79,65,30,29
7/15/2015 17:20:54,1006.434712,29.72,80,64,10,Partly Cloudy,Clouds Early/Clearing Late,79,65,30,29
7/15/2015 17:51:04,1006.434712,29.72,80,64,10,Partly Cloudy,Mostly Cloudy,79,65,30,27
7/15/2015 18:21:12,1007.111989,29.74,78,60,10,Cloudy,Mostly Cloudy,79,65,26,27
7/15/2015 18:51:22,1007.111989,29.74,78,60,10,Cloudy,Mostly Cloudy,79,65,26,27
7/15/2015 19:21:31,1008.127906,29.77,79,56,10,Mostly Cloudy,Mostly Cloudy,79,65,28,27
7/15/2015 19:51:39,1008.127906,29.77,79,56,10,Mostly Cloudy,Mostly Cloudy,79,65,28,27
7/15/2015 20:21:48,1008.805184,29.79,77,58,10,Cloudy,Mostly Cloudy,79,65,26,27
7/15/2015 20:51:56,1008.805184,29.79,77,58,10,Cloudy,Clouds Early/Clearing Late,79,65,26,29
7/15/2015 21:22:04,1009.8211,29.82,77,47,10,Cloudy,Clouds Early/Clearing Late,79,65,26,29
7/15/2015 21:52:13,1009.8211,29.82,77,47,10,Cloudy,Cloudy,79,65,26,26
7/15/2015 22:22:22,1010.837017,29.85,76,50,10,Cloudy,Cloudy,79,65,26,26
7/15/2015 22:52:32,1010.837017,29.85,76,50,10,Cloudy,Cloudy,79,65,26,26
7/15/2015 23:22:40,1011.852934,29.88,74,53,10,Cloudy,Partly Cloudy,79,65,26,29
7/15/2015 23:52:48,1011.852934,29.88,74,53,10,Cloudy,Partly Cloudy,79,65,26,29
7/16/2015 0:22:57,1012.530211,29.9,73,48,10,Cloudy,Partly Cloudy,79,65,26,29
7/16/2015 0:53:06,1012.530211,29.9,73,48,10,Cloudy,Partly Cloudy,79,65,26,29
7/16/2015 1:23:14,1013.546128,29.93,73,41,10,Cloudy,Partly Cloudy,79,65,26,29
7/16/2015 1:53:22,1013.546128,29.93,73,41,10,Cloudy,Partly Cloudy,79,65,26,29
7/16/2015 2:23:31,1014.562045,29.96,71,42,10,Cloudy,Partly Cloudy,79,65,26,29
7/16/2015 2:53:39,1014.562045,29.96,71,42,10,Cloudy,Partly Cloudy,79,65,26,29
7/16/2015 3:23:51,1014.562045,29.96,69,44,10,Cloudy,Sunny,82,67,26,32
7/16/2015 3:54:01,1014.562045,29.96,69,44,10,Cloudy,Sunny,82,67,26,32
7/16/2015 4:24:09,1014.562045,29.96,67,45,10,Cloudy,Sunny,82,67,26,32
7/16/2015 4:54:18,1014.562045,29.96,67,45,10,Cloudy,Sunny,82,67,26,32
7/16/2015 5:24:25,1015.239322,29.98,66,48,10,Fair,Sunny,82,67,33,32
7/16/2015 5:54:34,1015.239322,29.98,66,48,10,Fair,Partly Cloudy,82,67,33,30
7/16/2015 6:24:43,1016.593878,30.02,65,50,10,Cloudy,Partly Cloudy,82,67,26,30
7/16/2015 6:54:52,1016.593878,30.02,65,50,10,Cloudy,Partly Cloudy,82,67,26,30
7/16/2015 7:25:02,1017.271155,30.04,64,54,10,Partly Cloudy,Partly Cloudy,82,67,30,30
